Date,Winner,gofpval_student,gofpval_bb7,lam_emp,actual_returns,lam_student,lam_student_ci_lo,lam_student_ci_hi,lam_bb7,lam_bb7_ci_lo,lam_bb7_ci_hi,es_student,es_bb7
2015-10-29,student,0.996,0.995,0.08008008008008008,-1.419379411498395,0.1,0.02002002002002002,0.20020020020020018,0.128,0.06006006006006006,0.2602602602602602,-3.105048294822656,-3.1756608332432834
2015-11-16,student,0.995,0.994,0.06006006006006006,0.7033337853191801,0.116,0.02002002002002002,0.18068068068068022,0.176,0.06006006006006006,0.2602602602602602,-3.076858123815632,-3.18270508456507
2015-12-01,student,0.994,0.992,0.06006006006006006,-0.10000592601388503,0.108,0.02002002002002002,0.20020020020020018,0.186,0.06006006006006006,0.2602602602602602,-3.1045314602591216,-3.206811803279082
2015-12-15,student,0.994,0.993,0.08008008008008008,0.474412539401945,0.098,0.02002002002002002,0.20020020020020018,0.146,0.06006006006006006,0.2602602602602602,-2.8591978538058775,-2.9334361710792973
2015-12-30,student,0.997,0.994,0.08008008008008008,-1.368457064761555,0.094,0.02002002002002002,0.20020020020020018,0.16,0.06006006006006006,0.2602602602602602,-2.7107134992736093,-2.838730927718284
2016-01-13,bb7,0.997,0.995,0.10010010010010009,1.94280248411508,0.074,0.02002002002002002,0.20020020020020018,0.124,0.0795795795795796,0.2802802802802803,-2.990457080051724,-3.1078499068355967
2016-01-28,student,0.997,0.996,0.10010010010010009,-0.16245159998676495,0.106,0.02002002002002002,0.20020020020020018,0.174,0.06006006006006006,0.2802802802802803,-3.393663066971885,-3.5641670883582646
2016-02-11,student,0.996,0.995,0.10010010010010009,-2.8836115250486403,0.1,0.02002002002002002,0.18018018018018017,0.166,0.06006006006006006,0.2802802802802803,-3.6119081086100557,-3.7762568884360515
2016-02-25,student,0.995,0.994,0.10010010010010009,-2.13384633973382,0.108,0.02002002002002002,0.18018018018018017,0.194,0.0795795795795796,0.2802802802802803,-3.70012492063735,-3.910237591182534
2016-03-11,student,0.994,0.994,0.08008008008008008,-0.08904434236895,0.102,0.02002002002002002,0.18068068068068022,0.166,0.06006006006006006,0.2802802802802803,-3.915178003259263,-4.094882716321071
2016-03-29,bb7,0.994,0.992,0.08008008008008008,-0.00084852019685,0.074,0.02002002002002002,0.18068068068068022,0.094,0.04004004004004004,0.24024024024024024,-3.3061950419917574,-3.3999764042841423
2016-04-12,bb7,0.995,0.99,0.08008008008008008,-0.19149018931275502,0.092,0.02002002002002002,0.20020020020020018,0.118,0.04004004004004004,0.24024024024024024,-3.0677948400252526,-3.1883950679664776
2016-04-29,bb7,0.996,0.995,0.10010010010010009,-0.843864835608725,0.096,0.02002002002002002,0.18018018018018017,0.114,0.04004004004004004,0.2202202202202202,-3.382712994061499,-3.481952374993877
2016-05-13,student,0.995,0.995,0.10010010010010009,-1.0914288870499949,0.09,0.02002002002002002,0.20020020020020018,0.156,0.06006006006006006,0.2802802802802803,-2.8514506251937957,-2.9794112626170337
2016-05-27,student,0.994,0.992,0.08008008008008008,3.63063692334974,0.12,0.02002002002002002,0.18068068068068022,0.176,0.06006006006006006,0.2602602602602602,-3.176284272594504,-3.321043048665074
2016-06-10,student,0.994,0.989,0.08008008008008008,-1.168894898454275,0.096,0.02002002002002002,0.18018018018018017,0.164,0.06006006006006006,0.2602602602602602,-3.4909715711260105,-3.5761482326417853
2016-06-24,student,0.997,0.994,0.08008008008008008,-2.1779506115307203,0.13,0.02002002002002002,0.18018018018018017,0.19,0.06006006006006006,0.2602602602602602,-3.0525964087394932,-3.1654621829915732
2016-07-11,student,0.994,0.989,0.08008008008008008,2.1669816958533,0.094,0.02002002002002002,0.18018018018018017,0.146,0.06006006006006006,0.2602602602602602,-2.851203263043718,-2.926914058612256
2016-07-25,student,0.994,0.994,0.08008008008008008,1.80175078380709,0.108,0.02002002002002002,0.18018018018018017,0.15,0.06006006006006006,0.2602602602602602,-2.9027904022014743,-3.0041653690161683
2016-08-08,student,0.998,0.995,0.08008008008008008,0.60574111331029,0.102,0.02002002002002002,0.18018018018018017,0.154,0.06006006006006006,0.2602602602602602,-2.6566955760138034,-2.7445219418208353
2016-08-23,student,0.994,0.993,0.08008008008008008,1.167797103663145,0.108,0.02002002002002002,0.18018018018018017,0.158,0.06006006006006006,0.2602602602602602,-3.1766635456888492,-3.2841119734362283
2016-09-07,bb7,0.994,0.99,0.08008008008008008,1.7170249463162102,0.096,0.02002002002002002,0.18018018018018017,0.106,0.04004004004004004,0.20020020020020018,-2.792623642362009,-2.878821470337662
2016-09-22,student,0.998,0.995,0.08008008008008008,1.470321585554285,0.106,0.02002002002002002,0.18018018018018017,0.152,0.06006006006006006,0.2602602602602602,-2.8239936531915615,-2.924685218710648
2016-10-06,student,0.994,0.993,0.08008008008008008,-1.4639376996639952,0.098,0.02002002002002002,0.18018018018018017,0.146,0.06006006006006006,0.2602602602602602,-2.744498417387051,-2.83465644453345
2016-10-24,bb7,0.993,0.986,0.08008008008008008,0.3111506371493499,0.096,0.02002002002002002,0.18018018018018017,0.104,0.04004004004004004,0.20020020020020018,-2.746779773534955,-2.8257267892821836
2016-11-08,bb7,0.998,0.994,0.08008008008008008,0.22728947341715502,0.074,0.02002002002002002,0.18018018018018017,0.114,0.04004004004004004,0.2602602602602602,-2.8606408340270604,-2.975658728927602
2016-11-23,bb7,0.993,0.99,0.08008008008008008,0.581745744759365,0.07,0.02002002002002002,0.18018018018018017,0.126,0.059559559559559584,0.2602602602602602,-3.374842157563886,-3.4856310764969622
2016-12-07,bb7,0.992,0.989,0.10010010010010009,-0.68519196169551,0.106,0.02002002002002002,0.18018018018018017,0.148,0.06006006006006006,0.2602602602602602,-2.851044430803904,-2.9862872186311646
2016-12-21,bb7,0.99,0.987,0.10010010010010009,-0.36949296354488004,0.096,0.02002002002002002,0.18018018018018017,0.146,0.04004004004004004,0.2602602602602602,-2.968915848746762,-3.1180767678310692
2017-01-04,bb7,0.998,0.994,0.10010010010010009,-0.21419235942515497,0.076,0.02002002002002002,0.18018018018018017,0.12,0.06006006006006006,0.2602602602602602,-2.8062454423423002,-2.9280303388863067
2017-01-18,student,0.999,0.998,0.08008008008008008,0.21556766112163503,0.114,0.02002002002002002,0.18018018018018017,0.162,0.059559559559559584,0.2602602602602602,-2.656924667670648,-2.776426337163983
2017-02-02,bb7,1.0,0.999,0.08008008008008008,1.5116323675686099,0.078,0.02002002002002002,0.18018018018018017,0.13,0.06006006006006006,0.2602602602602602,-2.9143924782617896,-3.0121515947074693
2017-02-16,student,0.997,0.995,0.08008008008008008,1.807085572410065,0.074,0.02002002002002002,0.18018018018018017,0.162,0.06006006006006006,0.2602602602602602,-2.705931546058636,-2.839716977231879
2017-03-03,student,1.0,0.999,0.08008008008008008,-0.03814186704957001,0.1,0.02002002002002002,0.18018018018018017,0.158,0.06006006006006006,0.2602602602602602,-2.648230688647011,-2.7530666115442917
2017-03-20,student,0.999,0.999,0.08008008008008008,-0.95747532246906,0.102,0.02002002002002002,0.18018018018018017,0.162,0.06006006006006006,0.2602602602602602,-2.757962312923707,-2.857143313805568
2017-04-03,student,0.999,0.998,0.08008008008008008,-0.70486816495347,0.094,0.02002002002002002,0.18018018018018017,0.148,0.06006006006006006,0.2602602602602602,-2.6435567974306777,-2.751909932883595
2017-04-19,bb7,0.999,0.999,0.08008008008008008,-1.2755463758671401,0.09,0.02002002002002002,0.18018018018018017,0.13,0.04004004004004004,0.2602602602602602,-2.6523655278159186,-2.7555420143241554
2017-05-04,bb7,0.999,0.999,0.10010010010010009,1.74994057537898,0.074,0.02002002002002002,0.16016016016016016,0.116,0.04004004004004004,0.24024024024024024,-2.566133955449894,-2.6541284718651186
2017-05-18,bb7,0.999,0.999,0.10010010010010009,-0.3022590812207401,0.078,0.02002002002002002,0.18018018018018017,0.1,0.04004004004004004,0.20020020020020018,-2.5624288901996635,-2.654981278577733
2017-06-01,student,0.994,0.99,0.10010010010010009,0.32297419218881,0.088,0.02002002002002002,0.18018018018018017,0.114,0.04004004004004004,0.20020020020020018,-2.7659187839418298,-2.865454789353903
2017-06-15,student,0.99,0.988,0.06006006006006006,-0.375401972550555,0.078,0.02002002002002002,0.18018018018018017,0.11,0.04004004004004004,0.20020020020020018,-2.4221235991586227,-2.505217897589333
2017-06-30,student,0.986,0.98,0.06006006006006006,0.5064918182185201,0.078,0.02002002002002002,0.1606606606606602,0.106,0.04004004004004004,0.20020020020020018,-2.6682700308043867,-2.760393064642517
2017-07-14,student,0.993,0.99,0.06006006006006006,0.234565790691385,0.086,0.02002002002002002,0.18018018018018017,0.11,0.04004004004004004,0.20020020020020018,-2.4830071326295453,-2.5671163404870656
2017-07-28,student,0.99,0.99,0.06006006006006006,1.4617234388036198,0.094,0.02002002002002002,0.18018018018018017,0.13,0.04004004004004004,0.24024024024024024,-2.3505764370588396,-2.431858887240125
2017-08-11,student,0.99,0.988,0.06006006006006006,-2.5422347476749647,0.094,0.02002002002002002,0.18018018018018017,0.152,0.04004004004004004,0.24024024024024024,-2.6701704079347564,-2.7608423707573793
2017-08-29,student,0.988,0.985,0.06006006006006006,-1.147613710332105,0.088,0.02002002002002002,0.16016016016016016,0.11,0.04004004004004004,0.20020020020020018,-2.9361055289105944,-3.0329007876237966
2017-09-12,student,0.99,0.986,0.06006006006006006,0.762734701259155,0.08,0.02002002002002002,0.1606606606606602,0.1,0.02002002002002002,0.20020020020020018,-2.299025317429777,-2.366873665610793
2017-09-26,student,0.99,0.986,0.06006006006006006,0.48901307508645503,0.078,0.02002002002002002,0.18018018018018017,0.11,0.04004004004004004,0.20020020020020018,-2.501396655776564,-2.5758658103751078
2017-10-11,student,0.99,0.986,0.06006006006006006,-1.27677855067933,0.098,0.02002002002002002,0.18018018018018017,0.13,0.04004004004004004,0.20020020020020018,-2.434237030619551,-2.5208697829891653
2017-10-26,student,0.993,0.988,0.06006006006006006,-0.04170181307524001,0.096,0.02002002002002002,0.18018018018018017,0.124,0.04004004004004004,0.20070070070070023,-7.230686251474522,-7.3457547074646055
2017-11-09,student,0.993,0.989,0.06006006006006006,0.78125590603807,0.082,0.02002002002002002,0.18018018018018017,0.104,0.04004004004004004,0.20020020020020018,-4.073650008971143,-4.17388208332402
2017-11-23,student,0.995,0.992,0.06006006006006006,1.222400078428955,0.096,0.02002002002002002,0.18018018018018017,0.12,0.04004004004004004,0.20070070070070023,-2.834342844073024,-2.9258593804081667
2017-12-07,student,0.997,0.992,0.06006006006006006,1.113512439622095,0.086,0.02002002002002002,0.18018018018018017,0.1,0.04004004004004004,0.2202202202202202,-2.716597315261676,-2.8081038380992127
2017-12-21,student,0.998,0.996,0.06006006006006006,0.185993392809265,0.1,0.02002002002002002,0.18018018018018017,0.12,0.04004004004004004,0.2202202202202202,-2.568120371669833,-2.65799429860021
2018-01-05,student,0.995,0.992,0.06006006006006006,-0.5173904263078399,0.1,0.02002002002002002,0.18018018018018017,0.122,0.04004004004004004,0.2202202202202202,-2.421671298678217,-2.500233772871662
2018-01-19,student,0.995,0.991,0.06006006006006006,0.576756068303315,0.084,0.02002002002002002,0.18018018018018017,0.096,0.04004004004004004,0.2202202202202202,-2.566537496363733,-2.643978043129371
2018-02-05,student,0.997,0.993,0.06006006006006006,-0.10379078044834,0.088,0.02002002002002002,0.18018018018018017,0.106,0.04004004004004004,0.2202202202202202,-3.0467763745034637,-3.137022707263572
2018-02-20,student,0.995,0.992,0.06006006006006006,0.442900411855995,0.106,0.02002002002002002,0.18018018018018017,0.136,0.04004004004004004,0.2202202202202202,-3.101326313264781,-3.1964279289664947
2018-03-07,student,0.996,0.992,0.06006006006006006,-2.28352290347203,0.09,0.02002002002002002,0.18018018018018017,0.132,0.04004004004004004,0.2202202202202202,-2.8957866363702944,-2.985579541992632
2018-03-21,student,0.994,0.989,0.06006006006006006,-0.094792316926435,0.104,0.02002002002002002,0.18018018018018017,0.126,0.04004004004004004,0.2202202202202202,-2.7618116881830623,-2.8584336360005436
2018-04-06,student,0.998,0.995,0.06006006006006006,-0.8264212390964251,0.086,0.02002002002002002,0.18018018018018017,0.124,0.04004004004004004,0.2202202202202202,-3.1455357353311655,-3.2531762845485575
2018-04-20,student,0.998,0.992,0.06006006006006006,0.957452532190185,0.094,0.02002002002002002,0.18018018018018017,0.114,0.04004004004004004,0.22072072072072024,-2.5284500668274577,-2.6077872440857726
2018-05-07,student,0.998,0.992,0.06006006006006006,1.35173656330389,0.116,0.02002002002002002,0.18018018018018017,0.144,0.04004004004004004,0.24024024024024024,-2.678135942943213,-2.7796700431895434
2018-05-21,student,0.999,0.994,0.06006006006006006,1.002138817417615,0.082,0.02002002002002002,0.18018018018018017,0.102,0.04004004004004004,0.22072072072072024,-2.637243382139576,-2.7142358639885513
2018-06-04,student,1.0,0.997,0.06006006006006006,0.05752042753108,0.114,0.02002002002002002,0.20020020020020018,0.15,0.04004004004004004,0.24024024024024024,-2.7324510400640656,-2.815091358627346
2018-06-18,student,0.999,0.995,0.06006006006006006,-0.6516812281665151,0.09,0.02002002002002002,0.18018018018018017,0.14,0.04004004004004004,0.24024024024024024,-2.8637701074771678,-2.983613295990528
2018-07-02,student,0.999,0.994,0.06006006006006006,0.9444790388686101,0.11,0.02002002002002002,0.18018018018018017,0.14,0.04004004004004004,0.24024024024024024,-2.656867447860768,-2.771667470441641
2018-07-16,student,0.999,0.993,0.06006006006006006,-0.6245147592248149,0.092,0.02002002002002002,0.18018018018018017,0.128,0.04004004004004004,0.24074074074074028,-2.565149449802171,-2.679916924823574
2018-07-30,student,0.999,0.995,0.06006006006006006,0.9993147045216451,0.08,0.02002002002002002,0.18018018018018017,0.13,0.04004004004004004,0.24024024024024024,-2.61349951734127,-2.722819169746562
2018-08-13,student,0.999,0.993,0.06006006006006006,-0.8869687818792349,0.108,0.02002002002002002,0.18018018018018017,0.142,0.04004004004004004,0.24024024024024024,-3.0173073365125394,-3.1307810727140897
2018-08-29,student,0.999,0.995,0.06006006006006006,0.19225636915175015,0.076,0.02002002002002002,0.20020020020020018,0.102,0.04004004004004004,0.24024024024024024,-2.575791394475153,-2.6589859771029416
2018-09-12,student,0.999,0.993,0.06006006006006006,1.0576233451429298,0.096,0.02002002002002002,0.18018018018018017,0.128,0.04004004004004004,0.24024024024024024,-2.7105224938644383,-2.8077595326697677
2018-09-28,student,1.0,0.999,0.06006006006006006,0.38912371187347,0.118,0.02002002002002002,0.18018018018018017,0.156,0.04004004004004004,0.24024024024024024,-2.8973265688920917,-2.998089533518433
2018-10-15,student,1.0,0.997,0.08008008008008008,1.347538169384945,0.116,0.02002002002002002,0.20020020020020018,0.14,0.04004004004004004,0.24024024024024024,-3.751653733088803,-3.8687107123063957
2018-10-30,student,0.998,0.993,0.10010010010010009,2.108911223014685,0.096,0.02002002002002002,0.20020020020020018,0.134,0.04004004004004004,0.24074074074074028,-3.369193403222846,-3.4794483164734658
2018-11-14,student,1.0,0.999,0.08008008008008008,0.0404196107754049,0.12,0.02002002002002002,0.20020020020020018,0.164,0.04004004004004004,0.24074074074074028,-2.811995688662346,-2.910798890277127
2018-11-29,student,0.999,0.998,0.10010010010010009,-0.07901955786714998,0.09,0.02002002002002002,0.20020020020020018,0.114,0.04004004004004004,0.24024024024024024,-3.317905462413575,-3.4220380956451155
2018-12-13,student,0.999,0.997,0.10010010010010009,2.0518435520608653,0.12,0.02002002002002002,0.20020020020020018,0.156,0.04004004004004004,0.24024024024024024,-2.5660641025571755,-2.6622437972617963
2018-12-28,student,0.998,0.996,0.10010010010010009,0.46288784119164506,0.082,0.02002002002002002,0.20020020020020018,0.104,0.04004004004004004,0.24024024024024024,-2.585568084239059,-2.6650666095102133
2019-01-11,student,1.0,0.998,0.10010010010010009,-0.18154067201414498,0.1,0.02002002002002002,0.20020020020020018,0.124,0.04004004004004004,0.24024024024024024,-2.384569393676752,-2.461754387119002
2019-01-25,student,1.0,1.0,0.10010010010010009,-0.57496255089082,0.086,0.02002002002002002,0.18018018018018017,0.118,0.04004004004004004,0.24024024024024024,-2.4054203461538526,-2.479717044261209
2019-02-08,student,1.0,1.0,0.08008008008008008,-0.44745177229887,0.098,0.02002002002002002,0.20020020020020018,0.128,0.04004004004004004,0.24024024024024024,-2.561504454349564,-2.6380697706438725
2019-02-25,student,1.0,1.0,0.10010010010010009,1.1912910138976849,0.106,0.02002002002002002,0.20020020020020018,0.124,0.04004004004004004,0.24024024024024024,-2.517779221983461,-2.6008609098992927
2019-03-12,student,1.0,0.998,0.08008008008008008,-0.381572866176825,0.116,0.02002002002002002,0.20020020020020018,0.15,0.04004004004004004,0.24024024024024024,-2.3785022408922183,-2.4543568520707115
2019-03-27,student,1.0,0.998,0.08008008008008008,0.9993925520703899,0.096,0.02002002002002002,0.20020020020020018,0.116,0.04004004004004004,0.24024024024024024,-2.5594000667846766,-2.632604759175585
2019-04-11,student,1.0,0.996,0.08008008008008008,-0.029540122907020017,0.084,0.02002002002002002,0.20020020020020018,0.1,0.04004004004004004,0.24024024024024024,-2.4416415473656823,-2.5132864616855897
2019-04-30,student,1.0,0.995,0.06006006006006006,0.48672538071393,0.102,0.02002002002002002,0.20020020020020018,0.116,0.04004004004004004,0.2202202202202202,-2.5075018738521386,-2.578860603619286
2019-05-15,student,1.0,0.997,0.06006006006006006,-0.24950781466056998,0.102,0.02002002002002002,0.20020020020020018,0.13,0.04004004004004004,0.2202202202202202,-2.528564440134639,-2.600569355622025
2019-05-29,student,0.999,0.994,0.06006006006006006,-1.6293043669835852,0.09,0.02002002002002002,0.18018018018018017,0.116,0.04004004004004004,0.2202202202202202,-3.011827350490325,-3.103804415865134
2019-06-13,student,0.999,0.994,0.06006006006006006,0.318308650711025,0.118,0.02002002002002002,0.18018018018018017,0.154,0.04004004004004004,0.2202202202202202,-2.6494316629319985,-2.728070587611286
2019-06-27,student,1.0,0.996,0.06006006006006006,-0.033220314716620014,0.092,0.02002002002002002,0.18018018018018017,0.128,0.04004004004004004,0.2202202202202202,-2.28099659293271,-2.3457832579122724
2019-07-11,student,0.998,0.991,0.06006006006006006,1.549987822843415,0.076,0.02002002002002002,0.18018018018018017,0.096,0.04004004004004004,0.2202202202202202,-2.5994870513264434,-2.6719217833895885
2019-07-25,student,0.999,0.993,0.06006006006006006,0.7683979348023351,0.084,0.02002002002002002,0.18018018018018017,0.11,0.039539539539539564,0.2202202202202202,-2.6521114680756184,-2.7262519780274252
2019-08-08,student,0.999,0.998,0.08008008008008008,1.570078451078555,0.082,0.02002002002002002,0.18018018018018017,0.106,0.04004004004004004,0.2202202202202202,-3.4083192215027327,-3.4568768528541187
2019-08-26,student,0.999,0.993,0.08008008008008008,1.67259937782328,0.092,0.02002002002002002,0.18018018018018017,0.116,0.04004004004004004,0.2202202202202202,-2.8992380957423203,-2.9728967921018548
2019-09-11,student,0.999,0.992,0.10010010010010009,0.7415098481988801,0.104,0.02002002002002002,0.18018018018018017,0.152,0.04004004004004004,0.2202202202202202,-2.7842392630082395,-2.869457266762613
2019-09-25,student,1.0,1.0,0.06006006006006006,-3.924708646023075,0.07,0.02002002002002002,0.16016016016016016,0.08,0.02002002002002002,0.20020020020020018,-4.057320529969863,-4.1265280186537705
2019-10-11,student,1.0,1.0,0.06006006006006006,2.0659360565381997,0.096,0.02002002002002002,0.16016016016016016,0.104,0.02002002002002002,0.18018018018018017,-3.5706536890825036,-3.6166373196549633
2019-10-27,student,0.999,0.997,0.06006006006006006,0.9306605343833101,0.064,0.02002002002002002,0.16016016016016016,0.082,0.02002002002002002,0.18018018018018017,-3.655221917321198,-3.7009621008853775
2019-11-11,student,0.999,0.999,0.06006006006006006,0.08927117312801502,0.064,0.02002002002002002,0.18018018018018017,0.068,0.02002002002002002,0.18018018018018017,-2.8911565817614555,-2.902259025315796
2019-11-26,student,1.0,1.0,0.06006006006006006,-0.6294196010318149,0.092,0.02002002002002002,0.18018018018018017,0.098,0.02002002002002002,0.18018018018018017,-2.781686531289256,-2.8104535882262724
2019-12-10,student,1.0,1.0,0.08008008008008008,-0.7123049709492549,0.07,0.02002002002002002,0.16016016016016016,0.074,0.02002002002002002,0.18018018018018017,-3.004583752771897,-3.0312701048371045
2019-12-24,student,0.986,0.986,0.06006006006006006,-0.320030029601325,0.088,0.02002002002002002,0.18018018018018017,0.088,0.02002002002002002,0.18018018018018017,-2.6276995527129943,-2.6370322662905674
2020-01-08,student,0.993,0.993,0.06006006006006006,-0.45140654779012,0.094,0.02002002002002002,0.18018018018018017,0.094,0.02002002002002002,0.18018018018018017,-2.8423245412694436,-2.848379334150347
2020-01-22,student,0.999,0.999,0.04004004004004004,0.89136437183987,0.078,0.02002002002002002,0.16016016016016016,0.082,0.02002002002002002,0.16016016016016016,-2.4934528235197257,-2.4969675357986496
2020-02-05,student,0.993,0.996,0.04004004004004004,0.559689264207705,0.078,0.02002002002002002,0.16016016016016016,0.08,0.02002002002002002,0.16016016016016016,-3.3626359716037433,-3.36576583622773
2020-02-19,student,0.997,0.999,0.04004004004004004,0.614145977612205,0.086,0.02002002002002002,0.16016016016016016,0.086,0.02002002002002002,0.16016016016016016,-2.8791064560577153,-2.872574922690673
2020-03-05,student,0.998,0.999,0.06006006006006006,0.28346483792556,0.1,0.02002002002002002,0.18018018018018017,0.098,0.02002002002002002,0.18018018018018017,-3.7576556713856393,-3.743057742789419
2020-03-20,student,0.993,0.993,0.10010010010010009,5.00747153686548,0.082,0.02002002002002002,0.18018018018018017,0.11,0.04004004004004004,0.2202202202202202,-7.952396748670357,-8.025482653812333
2020-04-07,student,0.997,0.995,0.12012012012012012,7.367631347513855,0.094,0.02002002002002002,0.18018018018018017,0.12,0.04004004004004004,0.24024024024024024,-7.264038889727502,-7.379080453902647
2020-04-23,student,1.0,0.999,0.12012012012012012,2.30263652599876,0.112,0.02002002002002002,0.20020020020020018,0.15,0.04004004004004004,0.24024024024024024,-4.170870511639155,-4.242123325483026
2020-05-08,student,1.0,1.0,0.14014014014014015,-0.5244977611464451,0.1,0.02002002002002002,0.20020020020020018,0.154,0.06006006006006006,0.2602602602602602,-4.429914091482,-4.571063497601758
2020-05-22,student,1.0,1.0,0.14014014014014015,1.113496284078855,0.104,0.02002002002002002,0.20020020020020018,0.154,0.06006006006006006,0.2602602602602602,-4.205399444241136,-4.3522062603918075
2020-06-08,bb7,1.0,1.0,0.14014014014014015,0.947649670084615,0.084,0.02002002002002002,0.20020020020020018,0.126,0.06006006006006006,0.2602602602602602,-3.726879754604499,-3.830529389292262
2020-06-22,student,0.997,0.997,0.14014014014014015,0.72849761963618,0.102,0.02002002002002002,0.20020020020020018,0.17,0.06006006006006006,0.2802802802802803,-3.532871272600626,-3.661676852268851
2020-07-06,bb7,1.0,1.0,0.14014014014014015,0.9839036761692349,0.09,0.02002002002002002,0.20020020020020018,0.14,0.06006006006006006,0.2802802802802803,-3.204165121828076,-3.3373537896927523
2020-07-20,student,1.0,1.0,0.14014014014014015,2.36836583042041,0.092,0.02002002002002002,0.20020020020020018,0.146,0.06006006006006006,0.2802802802802803,-4.245274537254023,-4.388718296971689
2020-08-03,bb7,1.0,0.999,0.14014014014014015,-0.26474941601172003,0.082,0.02002002002002002,0.18018018018018017,0.128,0.06006006006006006,0.2802802802802803,-3.107590960061145,-3.206444945492145
2020-08-17,student,0.999,1.0,0.14014014014014015,-0.6686418091985051,0.108,0.02002002002002002,0.18018018018018017,0.168,0.06006006006006006,0.2802802802802803,-2.83409569770535,-2.9619993793437005
2020-08-31,bb7,0.999,0.999,0.14014014014014015,-3.29915695749879,0.086,0.02002002002002002,0.18018018018018017,0.156,0.06006006006006006,0.2802802802802803,-2.8585062370286667,-2.9914682551518625
2020-09-14,bb7,0.999,0.999,0.14014014014014015,0.6527608601611499,0.088,0.02002002002002002,0.18018018018018017,0.158,0.06006006006006006,0.2802802802802803,-3.3585704519481414,-3.4856372984588555
2020-09-28,bb7,1.0,1.0,0.16016016016016016,1.3150438068731751,0.096,0.02002002002002002,0.18018018018018017,0.182,0.06006006006006006,0.28078078078078034,-3.9347140394109563,-4.120543080236695
2020-10-13,bb7,0.999,0.999,0.16016016016016016,0.36170557006010007,0.066,0.02002002002002002,0.18018018018018017,0.14,0.0795795795795796,0.3003003003003003,-2.985650849226408,-3.1261124395485846
2020-10-27,bb7,1.0,1.0,0.18018018018018017,-1.504204072729295,0.08,0.02002002002002002,0.18068068068068022,0.198,0.0795795795795796,0.3003003003003003,-2.906590350702903,-3.088038822886154
2020-11-10,bb7,0.997,1.0,0.18018018018018017,0.6617214240037899,0.104,0.02002002002002002,0.20020020020020018,0.172,0.08008008008008008,0.3003003003003003,-3.083384654271806,-3.228336804243036
2020-11-24,bb7,1.0,1.0,0.18018018018018017,1.076068105379605,0.106,0.02002002002002002,0.18018018018018017,0.196,0.08008008008008008,0.3003003003003003,-3.958135148399149,-4.151518637567669
2020-12-09,bb7,1.0,1.0,0.18018018018018017,0.65253520493993,0.092,0.02002002002002002,0.18018018018018017,0.188,0.08008008008008008,0.3003003003003003,-3.030448587398375,-3.1928214323636497
2020-12-23,bb7,0.998,0.997,0.18018018018018017,2.3824225814984255,0.09,0.02002002002002002,0.18018018018018017,0.164,0.08008008008008008,0.3003003003003003,-3.7986581242814723,-3.9816624195020616
2021-01-07,bb7,1.0,1.0,0.18018018018018017,-0.3214543759280601,0.088,0.02002002002002002,0.18068068068068022,0.178,0.08008008008008008,0.3003003003003003,-2.6711594133733545,-2.8384353567886436
